Env	DistB73	SS	NSS	TS	INBRED	DTT_Inbred	PltYield_Inbred	TSLLEN_Inbred	TSLBCHCNT_Inbred	TSLANG_Inbred	PLTHT_Inbred	UPLFANG_Inbred	LFWDT_Inbred	LFLEN_Inbred	RPR_Inbred	STLKWDT_Inbred	10KWt_Inbred	CobDia_Inbred	KnlHgt_Inbred	EarLength_Inbred	CobWt_Inbred	TotKnlWt_Inbred	DTT_B73	PltYield_B73	TSLLEN_B73	TSLBCHCNT_B73	TSLANG_B73	PLTHT_B73	UPLFANG_B73	LFWDT_B73	LFLEN_B73	RPR_B73	STLKWDT_B73	10KWt_B73	CobDia_B73	KnlHgt_B73	EarLength_B73	CobWt_B73	TotKnlWt_B73	DTT_Hyb	PltYield_Hyb	TSLLEN_Hyb	TSLBCHCNT_Hyb	TSLANG_Hyb	PLTHT_Hyb	UPLFANG_Hyb	LFWDT_Hyb	LFLEN_Hyb	RPR_Hyb	STLKWDT_Hyb	10KWt_Hyb	CobDia_Hyb	KnlHgt_Hyb	EarLength_Hyb	CobWt_Hyb	TotKnlWt_Hyb	DTT_bph	PltYield_bph	TSLLEN_bph	TSLBCHCNT_bph	TSLANG_bph	PLTHT_bph	UPLFANG_bph	LFWDT_bph	LFLEN_bph	RPR_bph	STLKWDT_bph	10KWt_bph	CobDia_bph	KnlHgt_bph	EarLength_bph	CobWt_bph	TotKnlWt_bph
03M	1.71604765	0.017	0.98	0.003	N6	70	70.04	.	.	.	131	36	73.8	750.8	.	.	1.94	24.266	14.76	141.408	18.48	70.22	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	64	136.38	.	.	.	234	52	91.2	927.8	.	.	1.88	27.84	16.874	171.51	26.68	137.88	1.775	13.22539474	.	.	.	20.85	21.85	7.13	17.205	.	.	0.085	0.037065789	0.311828947	10.88788158	2.666315789	13.43302632
03M	1.02290047	0.494	0.503	0.003	N7A	74	44.15	.	.	.	126.25	58.75	75	748.5	.	.	2.45	22.08	16.505	106.6325	13.575	42.9	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	65	128.5	.	.	.	205	65	98	902	.	.	2.32	25.604	19.402	146.622	21.92	129.5	0.225	0.280394737	.	.	.	23.225	10.475	6.53	18.355	.	.	0.34	1.130065789	1.184328947	6.499868421	0.213815789	0.226973684
03M	1.39759392	0.004	0.874	0.122	NC222	85	7.166666667	.	.	.	120	75	102.6	658.2	.	.	1.166666667	15.78333333	8.783333333	64.86	3.5	6.5	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	72	143.62	.	.	.	233	72	107.2	934.6	.	.	2.74	27.694	19.24	150.932	27.78	145.58	5.725	18.21127193	.	.	.	26.35	2.35	7.27	63.505	.	.	0.301666667	4.278399124	2.676504386	27.38611842	4.823684211	18.42697368
03M	1.4929041	0.004	0.994	0.002	NC230	81	15.74	.	.	.	88	70	99	558.6	.	.	1.62	19.742	11.146	57.296	5.94	15.74	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	70	.	.	.	.	215	77	115.2	917.8	.	.	2.58	26.86	18.4	156.828	21.3	138.66	3.725	.	.	.	.	42.35	4.85	5.47	113.305	.	.	0.075	2.299065789	1.495171053	31.16811842	3.603684211	13.80697368
03M	1.65542303	0.068	0.839	0.093	NC232	80	.	.	.	.	115	45	102	710	.	.	2.05	28.9	13.07	99.445	17.85	26.5	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	134.2	.	.	.	233	59	109.6	959.8	.	.	1.96	29.348	16.88	155.346	24.6	134.14	3.225	.	.	.	.	28.85	17.35	6.97	37.605	.	.	0.14	2.279934211	0.533171053	10.09361842	2.351315789	8.426973684
03M	1.42058343	0.023	0.974	0.003	NC236	80	13.95	.	.	.	121	28	87.8	667.2	.	.	1.95	17.55	14.4225	84.94	7.525	13.1	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	149.96	.	.	.	216	72	118.2	916.4	.	.	3.1	23.456	21.32	172.584	24.9	150.62	3.225	14.81960526	.	.	.	25.85	25.85	0.13	59.005	.	.	0.09	3.395065789	0.143078947	17.34611842	2.811184211	15.12697368
03M	2.18605128	0.004	0.989	0.007	NC238	86	.	.	.	.	93	76	94.4	672.6	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	74	147.76	.	.	.	266	73	110.2	989.4	.	.	2.5	28.538	20.228	168.442	29.08	149.44	6.225	.	.	.	.	39.85	1.85	3.17	56.305	.	.	.	.	.	.	.	.
03M	1.37512106	0.941	0.057	0.002	NC250	76	36.42	.	.	.	119	57	69.4	580	.	.	2.6	22.156	13.52	108.71	15.4	36.28	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	68	149.62	.	.	.	231	68	99	829	.	.	2.56	26.118	19.51	166.804	30.92	149.82	1.225	3.584605263	.	.	.	26.85	11.35	9.33	102.605	.	.	0.415	1.092065789	0.308171053	5.461118421	1.126315789	3.536973684
03M	1.5182219	0.001	0.997	0.002	NC258	80	37.94	.	.	.	150	73	90	947	.	.	2.12	24.408	9.848	109.918	14.18	38	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	72	190.8333333	.	.	.	246	76	109.2	1057.6	.	.	2.566666667	26.80333333	20.70333333	186.6733333	32.13333333	191.8666667	3.225	2.824605263	.	.	.	11.35	3.35	0.97	80.895	.	.	0.175	0.033934211	2.144171053	4.857118421	0.516315789	2.676973684
03M	1.28996325	0.005	0.992	0.003	NC260	71	51.16	.	.	.	173	74	88.6	660.6	.	.	2.08	20.084	14.376	142.75	16.76	49.64	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	66	163.94	.	.	.	246	76	106.8	933.4	.	.	2.8	25.142	17.428	187.3	31.72	165.76	1.275	3.785394737	.	.	.	0.15	2.85	0.27	62.305	.	.	0.155	2.128065789	0.119828947	11.55888158	1.806315789	3.143026316
03M	1.39759392	0.007	0.991	0.002	NC262	66	57.92	.	.	.	109	66	82.6	758.4	.	.	2.02	23.58	14.866	114.962	10	57.88	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	65	210.02	.	.	.	240	61	98.6	925.6	.	.	3	28.892	20.19	199.226	36.8	210.26	3.775	7.165394737	.	.	.	31.85	6.85	2.73	13.405	.	.	0.125	0.380065789	0.364828947	2.335118421	1.573684211	7.263026316
03M	2.0907411	0.015	0.018	0.967	NC264	75	58.52	.	.	.	151	49	98.2	697.6	.	.	2.22	20.7	17.038	106.008	10.54	74.84	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	128.08	.	.	.	241	57	100.8	990.2	.	.	2.48	24.194	19.046	167.788	22.28	128	0.725	7.465394737	.	.	.	10.85	15.35	5.07	43.805	.	.	0.225	1.820065789	1.450828947	6.812118421	1.303684211	15.74302632
03M	0.11287935	0.999	0.001	1.10E-16	NC292	69	27.36	.	.	.	157	84	93.6	723.4	.	.	1.94	26.682	11.858	98.414	14.16	27.38	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	88.74	.	.	.	189	81	98	816.6	.	.	2.08	28.47	16.636	139.394	23.56	88.76	2.275	8.114605263	.	.	.	7.85	2.15	2.77	30.905	.	.	0.085	1.170934211	1.139171053	10.60911842	0.506315789	7.986973684
03M	0.36959919	0.998	0.001	0.001	NC294	78	61.28	.	.	.	182	72	88.8	614.2	.	.	1.94	22.268	14.89	137.242	18.04	60.74	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	73	127.4	.	.	.	221	77	95.4	744	.	.	2.26	27.44	16.914	160.686	25.42	127.82	2.225	8.845394737	.	.	.	4.65	3.85	0.37	85.505	.	.	0.085	1.036065789	0.376828947	8.804881579	2.446315789	8.693026316
03M	1.59826461	0.002	0.001	0.997	NC296	82	51.88	.	.	.	160	76	95.6	907.4	.	.	1.96	21.8	14.076	133.134	9.18	48.04	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	.	.	.	.	260	71	113.4	1075	.	.	.	.	.	.	.	.	4.225	.	.	.	.	6.35	1.85	3.77	61.095	.	.	.	.	.	.	.	.
03M	1.65542303	0.002	0.001	0.997	NC296A	83	.	.	.	.	110	68.75	81.25	761.25	.	.	2.4	17.955	9.83	118.595	6.25	22.35	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	70	194.14	.	.	.	243	72	106	1062.2	.	.	3.06	28.138	18.106	199.17	28.54	197.38	4.725	.	.	.	.	31.35	5.475	3.405	11.98	.	.	0.315	3.192565789	2.153171053	0.518618421	3.448684211	10.50197368
03M	1.81448772	0.001	0.001	0.998	NC298	86	.	.	.	.	134	85	81.6	557.8	.	.	2.2	16.695	13.425	94.71	7.55	21.65	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	70	181.26	.	.	.	243	79	115.4	926.6	.	.	3.22	27.34	18.8	195.58	27.88	181.42	6.225	.	.	.	.	19.35	2.65	3.23	113.705	.	.	0.215	3.822565789	0.355671053	12.46111842	2.798684211	10.85197368
03M	1.78058617	0.002	0.003	0.995	NC300	86	11.9	.	.	.	142	74	79.6	728.6	.	.	2.766666667	21.15666667	10.17666667	87.91333333	10.83333333	11.5	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	72	175.94	.	.	.	247	71	91.2	925	.	.	3.12	29.648	20.294	178.212	31.32	178.26	6.225	15.84460526	.	.	.	15.35	2.85	4.23	28.305	.	.	0.498333334	1.591732454	1.979837718	15.85945176	1.157017546	15.92697368
03M	1.81448772	0.002	0.003	0.995	NC302	77	11.4	.	.	.	98	79	71.2	688.4	.	.	2.233333333	17.63	11.83333333	92.19666667	7.433333333	11.13333333	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	68.54	.	.	.	237	73	91.8	927.4	.	.	3.36	23.278	16.604	137.326	16.52	62.64	1.725	16.09460526	.	.	.	37.35	0.35	8.43	48.405	.	.	0.231666667	3.355065789	1.151504388	13.71778509	2.857017544	16.11030702
03M	2.04628933	0.001	0.002	0.997	NC304	.	.	.	.	.	.	90	22	317	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	168.94	.	.	.	270	76	103.8	1001.6	.	.	3.06	26.926	21.604	162.284	25.06	168.34	.	.	.	.	.	.	5.15	33.03	234.105	.	.	.	.	.	.	.	.
03M	0.34550164	0.998	0.001	0.001	NC306	80	.	.	.	.	109	83	68.6	608.6	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	73	.	.	.	.	197.5	76	94.2	762.8	.	.	2.75	28.145	11.33	142.985	21.1	85.7	3.225	.	.	.	.	31.85	1.65	9.73	88.305	.	.	.	.	.	.	.	.
03M	0.30658623	0.998	0.001	0.001	NC308	76	16.6	.	.	.	153	73	80.4	682.6	.	.	2.1	19.048	14.506	106.734	9.42	16.62	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	49.5	.	.	.	220	72	92.8	904	.	.	2.3	22.242	17.644	130.314	15.22	55.58	1.225	13.49460526	.	.	.	9.85	3.35	3.83	51.305	.	.	0.165	2.646065789	0.184828947	6.449118421	1.863684211	13.36697368
03M	0.16450371	0.999	0.001	1.10E-16	NC310	74	.	.	.	.	157	71	80.2	666	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	70	83.86	.	.	.	204	81	95.8	824	.	.	1.7	26.812	16.016	133.41	17.5	82.38	0.225	.	.	.	.	7.85	4.35	3.93	59.605	.	.	.	.	.	.	.	.
03M	0.29143442	0.998	0.001	0.001	NC312	83	.	.	.	.	119	74	77	615.2	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	73	70.06	.	.	.	202	77	92.8	839.4	.	.	2.02	23.91	17.608	135.978	15.76	68.94	4.725	.	.	.	.	26.85	2.85	5.53	85.005	.	.	.	.	.	.	.	.
03M	0.60707257	0.998	0.001	0.001	NC314	74	.	.	.	.	131.25	51	53.4	619.4	.	.	1.9	20.545	13.285	135.05	15.25	25.15	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	112.9	.	.	.	224	80	97.6	865.2	.	.	1.94	26.256	17.132	154.254	24.46	131.74	0.225	.	.	.	.	20.725	14.35	17.33	82.905	.	.	0.065	1.897565789	0.425671053	7.708881579	1.051315789	9.101973684
03M	1.96290773	0.002	0.032	0.966	NC318	76	20.46	.	.	.	145	74	89.4	837.6	.	.	1.6	16.138	10.746	111.656	6.48	20.38	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	72	139.44	.	.	.	246	69	97.4	1047.2	.	.	2.14	24.092	18.01	162.862	22.38	126.46	1.225	11.56460526	.	.	.	13.85	2.85	0.67	26.195	.	.	0.085	4.101065789	1.695171053	3.988118421	3.333684211	11.48697368
03M	1.96290773	0.004	0.005	0.991	NC320	80	49.42	.	.	.	158	68	91.6	867.8	.	.	2.28	22.06	15.342	121.908	10.22	49.46	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	72	183.3	.	.	.	242	58	110.6	1040.6	.	.	3.06	26.088	15.594	178.026	26.5	182.94	3.225	2.915394737	.	.	.	7.35	5.85	1.77	41.295	.	.	0.255	1.140065789	0.602828947	1.137881579	1.463684211	3.053026316
03M	0.15134563	0.996	0.001	0.003	NC322	80	40.38	.	.	.	147	74	89.4	782.4	.	.	2.16	19.32	12.812	111.382	11	32.52	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	128.78	.	.	.	247	74	105.4	1000	.	.	2.28	26.258	18.842	155.996	21.94	128.72	3.225	1.604605263	.	.	.	12.85	2.85	0.67	1.405	.	.	0.195	2.510065789	0.662171053	4.125118421	1.073684211	5.416973684
03M	0.13835843	0.999	0.001	1.10E-16	NC324	74	.	.	.	.	132	65	59.8	616.8	.	.	1.8	19.92	13.15	98.36	9.4	11.7	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	112.025	.	.	.	212.5	75	97.25	871.5	.	.	2.75	26.87	19.245	145.1025	23.975	110.45	0.225	.	.	.	.	20.35	7.35	14.13	84.205	.	.	0.015	2.210065789	0.493171053	10.63611842	1.873684211	15.82697368
03M	0.69314718	0.998	0.001	0.001	NC326	76	29.16666667	.	.	.	141	76	83.4	714.6	.	.	1.7	25.10666667	11.69333333	115.7633333	14.86666667	29.26666667	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	73	38.86	.	.	.	190	79	91	850	.	.	1.7	23.8	13.848	111.484	11.26	36.76	1.225	7.211271928	.	.	.	15.85	1.85	2.33	35.305	.	.	0.035	0.383267546	1.221504388	1.934451771	0.859649124	7.043640349
03M	0.22595649	0.998	0.001	0.001	NC328	76	33.66	.	.	.	152	79	79.2	640.4	.	.	2	22.034	15.534	103.312	11.56	32.04	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	72	68.975	.	.	.	192	81	83.6	798.4	.	.	1.7	24.2925	14.675	115.14	11.6	69.05	1.225	4.964605263	.	.	.	10.35	0.35	4.43	72.405	.	.	0.115	1.153065789	0.698828947	8.160118421	0.793684211	5.656973684
03M	1.37512106	0.129	0.862	0.009	NC33	85	.	.	.	.	180	61	78.6	811.8	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	70	136.08	.	.	.	272	71	103.6	991	.	.	1.76	26.14	15.622	181.626	26.58	132.92	5.725	.	.	.	.	3.65	9.35	4.73	13.295	.	.	.	.	.	.	.	.
03M	0.12553774	0.999	0.001	1.10E-16	NC330	76	32.2	.	.	.	149	77	83.2	722.2	.	.	1.975	22.5125	15.37	105.63	15.25	30.625	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	.	.	.	.	191.25	78.75	102.5	842.5	.	.	1.8	26.815	17.075	145.29	25.8	101.05	1.225	.	.	.	.	11.85	1.35	2.43	31.505	.	.	0.1025	0.913815789	0.616828947	7.001118421	1.051315789	6.364473684
03M	1.84957904	0.013	0.017	0.97	NC332	81	27.48	.	.	.	146	74	88.8	745.8	.	.	2.16	16.678	11.868	107.296	8.44	27.48	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	169	.	.	.	241	71	100.8	968.4	.	.	2.32	23.544	19.498	175.088	23.14	154.26	3.725	8.054605263	.	.	.	13.35	2.85	0.37	19.705	.	.	0.195	3.831065789	1.134171053	6.168118421	2.353684211	7.936973684
03M	1.96290773	0.002	0.022	0.976	NC334	82	.	.	.	.	150	73	80	814.8	.	.	1.95	17.13	7.14	89.425	6.15	7.8	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	103.6	.	.	.	226	72	99.8	953.6	.	.	2.18	22.342	18.262	149.9	18.14	103.14	4.225	.	.	.	.	11.35	3.35	4.03	14.795	.	.	0.09	3.605065789	3.498171053	15.10361842	3.498684211	17.77697368
03M	1.59826461	0.002	0.001	0.997	NC336	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	73	140.88	.	.	.	258	73	106.6	1007.8	.	.	3.06	26.522	18.04	174.312	20.26	140.96	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03M	1.84957904	0.002	0.003	0.995	NC338	83	17.375	.	.	.	140	76	74	452	.	.	2.025	19.6525	11.2675	83.9375	7.725	12.7	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	70	209.34	.	.	.	250	70	110.6	908	.	.	2.72	25.792	19.656	165.538	21.22	161.9	4.725	13.10710526	.	.	.	16.35	1.85	7.03	166.605	.	.	0.1275	2.343815789	1.434421053	17.84736842	2.711184211	15.32697368
03M	1.4929041	0.005	0.994	0.001	NC342	74	42.38	.	.	.	142	56	93.6	756.4	.	.	2.5	21.888	12.884	136.666	16.22	42.3	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	67	159.44	.	.	.	232	72	106.4	968.6	.	.	2.26	27.614	16.362	188.088	34.02	147.84	0.225	0.604605263	.	.	.	15.35	11.85	2.77	14.405	.	.	0.365	1.226065789	0.626171053	8.516881579	1.536315789	0.526973684
03M	1.54419739	0.002	0.997	0.001	NC344	83	.	.	.	.	135	64	77.8	772	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	73	197.7	.	.	.	258	69	111.8	1031.6	.	.	2.76	26.344	20.492	179.886	25.98	175.46	4.725	.	.	.	.	18.85	7.85	5.13	6.605	.	.	.	.	.	.	.	.
03M	1.59826461	0.002	0.001	0.997	NC346	86	30.375	.	.	.	120	75	80.6	795	.	.	2.05	19.5	12.7025	109.28	7.525	30.65	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	330.04	.	.	.	242	69	107.2	1008.2	.	.	3.04	27.734	18.82	200.894	43.52	252.1	6.225	6.607105263	.	.	.	26.35	2.35	3.73	4.895	.	.	0.14	2.420065789	0.716921053	5.176118421	2.811184211	6.351973684
03M	1.71604765	0.001	0.001	0.998	NC348	77	29.16	.	.	.	119	69	86	593.4	.	.	2.42	18.146	11.932	111.254	8.94	29.26	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	205.3	.	.	.	250	70	108	929.8	.	.	3.32	25.748	22.06	212.32	31.88	203.08	1.725	7.214605263	.	.	.	26.85	5.35	1.03	95.905	.	.	0.325	3.097065789	1.102171053	4.189118421	2.103684211	7.046973684
03M	1.92368701	0.003	0.002	0.995	NC350	82	24.53333333	.	.	.	134	77	77	885.2	.	.	1.9	21.05	11.43666667	88.94666667	8.166666667	24.53333333	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	72	146.32	.	.	.	243	77	96	1059.8	.	.	2.54	27.62	18.106	175.312	29.02	168.28	4.225	9.527938598	.	.	.	19.35	1.35	5.53	49.995	.	.	0.065	1.645065789	1.349837718	15.34278509	2.490350877	9.410307019
03M	1.59826461	0.003	0.001	0.996	NC352	81	30.96	.	.	.	136	77	86.2	768.6	.	.	2.86	23.314	9.822	136.152	11.92	30.9	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	70	169.7	.	.	.	255	76	109.6	1049.8	.	.	2.78	28.204	18.262	192.41	26.26	165.82	3.725	6.314605263	.	.	.	18.35	1.35	0.93	8.305	.	.	0.545	0.513065789	2.157171053	8.259881579	0.613684211	6.226973684
03M	2.0907411	0.01	0.001	0.989	NC354	85	12.76666667	.	.	.	145	66.25	83.25	785.25	.	.	1.833333333	21.85333333	10.56666667	100.9033333	12	12.8	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	70	135.26	.	.	.	237	77	106	988.6	.	.	2.4	26.968	19.032	170.46	25.32	133.04	5.725	15.41127193	.	.	.	13.85	6.725	2.405	0.02	.	.	0.031666666	1.243399124	1.784837718	9.364451771	0.573684211	15.27697368
03M	2.40919483	0.001	0.031	0.968	NC356	81	15.925	.	.	.	97	71	76.2	723.6	.	.	2.075	17.745	7.255	79.875	6.475	16.1	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	95.82	.	.	.	236	61	88.2	968.6	.	.	1.9	26.43	15.072	150.748	19.58	95.94	3.725	13.83210526	.	.	.	37.85	4.35	5.93	30.805	.	.	0.1525	3.297565789	3.440671053	19.87861842	3.336184211	13.62697368
03M	2.18605128	0.001	0.143	0.856	NC358	75	76.05	.	.	.	148	82	95.8	589.4	.	.	2.3	22.1925	13.0675	119.9375	14.55	55.425	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	67	160.56	.	.	.	253	85	98.2	960.2	.	.	2.4	27.334	18.432	175.982	29.54	160.38	0.725	16.23039474	.	.	.	12.35	1.15	3.87	97.905	.	.	0.265	1.073815789	0.534421053	0.152631579	0.701315789	6.035526316
03M	1.92368701	0.001	0.475	0.524	NC360	82	46.975	.	.	.	95	71	88	752.4	.	.	2.5	24.2375	11.8625	122.61	16.2	47.075	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	88.68	.	.	.	250	67	93	913.4	.	.	2.12	25.438	15.466	147.988	17.26	88.8	4.225	1.692894737	.	.	.	38.85	4.35	0.03	16.405	.	.	0.365	0.051315789	1.136921053	1.488881579	1.526315789	1.860526316
03M	1.71604765	0.002	0.54	0.458	NC362	74	43.9	.	.	.	165	70	82	730	.	.	1.54	23.35	12.46	134.658	12.12	43.84	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	68	155.76	.	.	.	270	62	107.8	944.2	.	.	2.3	24.974	19.494	190.746	26.86	154.76	0.225	0.155394737	.	.	.	3.85	4.85	3.03	27.605	.	.	0.115	0.495065789	0.838171053	7.512881579	0.513684211	0.243026316
03M	1.57086564	0.002	0.507	0.491	NC364	75	44.13333333	.	.	.	141	69	83.4	737.2	.	.	1.833333333	23.34	10.33333333	143.2033333	13.23333333	31.33333333	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	158.42	.	.	.	248	67	108.8	900.4	.	.	2.24	25.726	18.202	190.146	29.06	157.48	0.725	0.272061402	.	.	.	15.85	5.35	2.33	24.005	.	.	0.031666666	0.500065789	1.901504388	11.78554823	0.042982454	6.010307019
03M	1.4929041	0.018	0.467	0.515	NC366	83	.	.	.	.	156	53	93.4	728.2	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	72	134.74	.	.	.	243	66	105.4	985.6	.	.	2.76	25.162	19.59	143.464	20.94	133.66	4.725	.	.	.	.	8.35	13.35	2.67	28.505	.	.	.	.	.	.	.	.
